tweet,date,Agent,Role
"Bevels and Mirrors Maxi Chiffon Beach Wrap by Brimstone Apparel 
⏩ https://t.co/6qFzLfquGE 
#occult #fashion #thelema #pagan #dowhatthouwilt #aleister #crowley #goth #punk #magick https://t.co/HMKhvSt4oX",2021-09-29 10:00:32,Brimstone,Controller
@paige_073 Erica ⭐survived..so will Saskay 🏹. We are ready for fire n brimstone.,2021-09-29 09:50:08,Brimstone,Controller
"@58isthenew40 @Orion96603782 @StilesMoz @Godmaid27Sharon @davidhogg111 Right?! An ""ordained minister"", from a religion that is based on fear porn. They preach eternal hellfyre &amp; brimstone punishments for everyone if you don't worship a God 24/7, 365.",2021-09-29 09:41:54,Brimstone,Controller
"Interesting ...
https://t.co/mUsMhbroQv",2021-09-29 09:34:52,Brimstone,Controller
"Experience maximum comfort with Metro Belle Apartments.

Be a proud owner of Ola or Ire apartment at a very affordable price. 

For enquiries, send a DM or visit https://t.co/sxZge2e4Jy 

#realestate #brimstone_ng #ibadanpreneurs #landlords #luxuryhomes #nigeria #Africa https://t.co/8YI5OBG6P2",2021-09-29 09:31:58,Brimstone,Controller
"phantom and judge (when in viper's ult) user. has the valorant go vol1 and 2 sets. favourite map is ascent.
ichimatsu (platinum) - omen and brimstone main, a smoker god. solo queues because he doesnt like playing with his bros. is a vandal and sheriff player-",2021-09-29 09:28:32,Brimstone,Controller
5 of 5 stars to Brimstone and Marmalade by Aaron Corwin https://t.co/clRnr2wBar,2021-09-29 09:19:27,Brimstone,Controller
@Brimstone_Sys thank u ;_;,2021-09-29 09:16:32,Brimstone,Controller
@Megalo224 dogma's super hard for some people. I think once you get your head around the brimstone attack and learn to space yourself from him he becomes really easy. at least it's a fair fight with no shitty luck or telefragging involved (delirium should've gotten a total overhaul),2021-09-29 08:50:05,Brimstone,Controller
"Oh Afghanistan.

You follow a false prophet seeking Salvation, but he only leads to your doom.

""The devil who had deceived them was thrown into the lake of fire &amp; brimstone where...with the false prophet...they will be tormented day &amp; night for ever &amp; ever""

—Rev 20:10.

#Rosary https://t.co/abGdze3Jhb",2021-09-29 08:47:09,Brimstone,Controller
MAKE AMERICA BRIMSTONE AGAIN! UH!,2021-09-29 08:41:45,Brimstone,Controller
"@teebsly pranked!

now im imagining pasu doing the same so SHE will trip and fall in front of brimstone",2021-09-29 08:22:27,Brimstone,Controller
"This is a satanic ritual of a Devils dance to enthrone his servant politicians.
The devils have constructed each with a golden page of treacherous deception studded with treasonous pink diamonds of deviousness. 
We are ruled be a  government from the brimstone and fire of Hades! https://t.co/kH1jW3aRzw",2021-09-29 08:18:25,Brimstone,Controller
"Snatched this from the cellar of a well-known reviewer last week. Jandali from #Montenegro
 - a bit lacking on star fruit with acetone brimstone dirty Gracie &amp; Isabelle - 85pts",2021-09-29 08:01:57,Brimstone,Controller
"@JonesHowdareyou He fate of going to hell was decided long before he concocted an issue with MMCC...

Fire and brimstone for you, fiddler Pell...",2021-09-29 07:53:58,Brimstone,Controller
"@erikaheidewald Leaving no room for when life throws a curve ball. Hence the brimstone interpretations some groups have. Also it leaves more room for manipulation (the good way is only ""this"" way).",2021-09-29 07:40:30,Brimstone,Controller
"Thanks be to God. It remains brimstone to fall then Nigeria will turn into Molten Magma. 

Nigeria is a foundation built on falsehood and scam, therefore, it won't stand.

God is in control. https://t.co/PT3wawGqcv",2021-09-29 07:38:54,Brimstone,Controller
@MegLavDC Living in a cardboard box on the corners of Fire and Brimstone. https://t.co/62RaM2j6hF,2021-09-29 07:28:34,Brimstone,Controller
"@frankedoho @renoomokri Boss I bet you, reno no reach ur return match. Maybe it can be a tight match but your stinging replies no get part two. Reno can say ""may God bless you"" after his replies,  but ur own na thunder and brimstone 😆 🤣",2021-09-29 07:02:18,Brimstone,Controller
"My parents deserve brimstone. Genuinely, hope one day they realize my siblings and I were smarter than them both from age 10+.",2021-09-29 06:46:03,Brimstone,Controller
"If you have Brimstone Bombs, Delirious deletes your active item!",2021-09-29 06:45:48,Brimstone,Controller
"in a fracture rank game, enemy BRIMSTONE alr knows lineups from across the map",2021-09-29 06:40:17,Brimstone,Controller
"@mi_native_nutt @JackPosobiec @libbyemmons @WeldtoWrite God and His Kingdom are not racist. God the Father, Jesus Christ His Son and the Saviour of mankind allow you to choose if you want live in Eternity with Him or live in fire and brimstone. That is what makes the Gates of Heaven narrow not racism.",2021-09-29 06:12:16,Brimstone,Controller
"@ReasonMakes @river_rao @PetalLu To forcefully override the current status quo, like every major change has. Until then, you can preach your brimstone, or you can talk about how awesome the alternatives you recommend are. And you know which will move more people.",2021-09-29 06:03:58,Brimstone,Controller
"Day one I was a Brimstone main, couldn't play anything else but Brim.

But slowly, I'm learning my aim, game sense and starting to diverse into Astra, Killjoy, Omen and Viper..

It's all bout how you wanna play the game and improve.",2021-09-29 06:03:49,Brimstone,Controller
"@ReasonMakes @river_rao @PetalLu In the same manner as an evangelist preaching hellfire and brimstone. I love the ideas of lab grown meat and plqnt based meat substitutes, im happy every time i see a new advancement. But if you want change, itll be through efficiency your ideals becoming efficient enough...",2021-09-29 06:02:01,Brimstone,Controller
"Happy 10th anniversary to Isaac, favorite game ever!
@edmundmcmillen Thought about so much I named my music tracks Brimstone and Monstro

Still playing to complete Afterbirth+! https://t.co/NxBG3fm2nC",2021-09-29 05:46:54,Brimstone,Controller
brimstone kna cia 😻😻👍👍 https://t.co/H8mhIpSD0X,2021-09-29 05:46:13,Brimstone,Controller
"@WayneThring @A_C_D_P Straight out of the dark ages.

You should add fire, brimstone, stoning, smiting and crucifixion to your manifesto.",2021-09-29 05:44:39,Brimstone,Controller
playing GTA San Andreas for the first time with a really cursed Touhou modpack,2021-09-29 05:44:17,Brimstone,Controller
@peanutOCE ask brimstone,2021-09-29 05:36:33,Brimstone,Controller
"@robertashmerta @KindeandTrue Weather Forecast,
Raining Fire and Brimstone, with a few widely scattered meteors https://t.co/IXudzWQ8Em",2021-09-29 05:17:22,Brimstone,Controller
Where is the saweetie best friend meme of brimstone walking to b site pplease,2021-09-29 05:16:08,Brimstone,Controller
"Stunning, in every sense.

https://t.co/13FYv4fjJA",2021-09-29 05:15:48,Brimstone,Controller
@SamKurd42 So like another Evan almighty but fire and brimstone instead of a great flood,2021-09-29 05:15:22,Brimstone,Controller
"@RistinRaccoon @rjtremor Blasphemy! The Horned One would never say-tell skaven to take bath! Besides, all-everything in Fire Mountain smells like brimstone. Can't wash-wash off!",2021-09-29 05:09:51,Brimstone,Controller
i just met brimstone wtf,2021-09-29 05:03:46,Brimstone,Controller
"Proceed at your own risk. You're at a low
Crawl goes east. Off to one side is a large
Deep chasm on this side. A heavy smell
Of brimstone. You're at end of road again.

https://t.co/7boNvlG3AV",2021-09-29 05:01:05,Brimstone,Controller
@BeastGodDK reminda me of OFF,2021-09-29 04:40:19,Brimstone,Controller
@BeastGodDK yooo these fuck,2021-09-29 04:40:09,Brimstone,Controller
"Cap's back on his feet and trying to coordinate, but Nightcrawler teleports him up a tree before he can command anyone.
Hawkeye sees the puffs of brimstone and tags Nightcrawler with a stun arrow.",2021-09-29 04:33:26,Brimstone,Controller
"Got it. Poof! You're magically single. Impressive. You're so much better at this wish granting thing than I am. Too bad your elite powers couldn't save you from falling madly in love w/me. Pity. Well, gotta go. I have a wedding to plan. I'm thinking red, black &amp; brimstone...",2021-09-29 04:29:11,Brimstone,Controller
"@MattWallace888 @elonmusk @SlimJim @DogeX2021 @VitalikButerin These homies are challenging each other technologically, while some other blind folks are praying fire and brimstone on their fellow skin color",2021-09-29 04:17:15,Brimstone,Controller
"Some log of shit burning in a Bavarian wood fireplace somewhere! All of a sudden, Satan come back to life! He just idling there being a king, Satin Endless Night and all and then he gits in his mind, I got some smiting to do! Lord! Send me some fire brimstone and hail! I am Lord!",2021-09-29 04:16:05,Brimstone,Controller
"@JoshuaBunton1 @Godschild1267 @conspiracyb0t These are two separate verses. Please note that the first one is talking about four angels that slay 1/3, and the second 1/3 are the three horsemen that kill with fire, brimstone, and smoke. I even gave you the address of the verses, but you don't seem to want to read them.",2021-09-29 04:08:55,Brimstone,Controller
@kamaujst @wearetherace @MercedesAMGF1 The replies are chaotic. Predicting fire and brimstone 😂😂,2021-09-29 04:07:12,Brimstone,Controller
"Babalon 156 Off Shoulder Skater Dress by Brimstone Apparel 
⏩ https://t.co/M71WdeBV1f 
#occult #fashion #thelema #pagan #dowhatthouwilt #aleister #crowley #goth #punk #magick https://t.co/NkPKrqvHTc",2021-09-29 04:02:42,Brimstone,Controller
"@HawleyMO josh, you censor those who question your ethics and your ethics will be met with fire and brimstone!  Along with @tedcruz @GregAbbott_TX @KenPaxtonTX.  You’ll all meet your destiny, with the Donald of penance!  I’ll enjoy your eternal finality and damnation.  #f’d",2021-09-29 03:55:09,Brimstone,Controller
@Astraeajustice1 He needs to rain down fire and brimstone on this nation,2021-09-29 03:31:29,Brimstone,Controller
@PublicKip @axoloddle and brimstone. Hell. Go. Now.,2021-09-29 03:25:55,Brimstone,Controller
"“Aye, Cirrus said I had a deathwish trying to hug the Brimstone Witch herself, but after finally getting her to open up through... debatable methods, and hearing what she had to go through... Gosh... I thought it was the least I could do.”",2021-09-29 03:18:43,Brimstone,Controller
Pop! + Brimstone is an interesting but useless synergy! It increases your Devil Deal chance by 43%!,2021-09-29 03:15:53,Brimstone,Controller
"#Archaeologists find that an asteroid destroyed an ancient #MiddleEastern city and all of its inhabitants creating a blast ""1,000 times more powerful than the Hiroshima atomic bomb"" - an event that possibly inspired the #Biblical story of #Sodom.

https://t.co/aeOaNVvK7E https://t.co/QkkVf2khal",2021-09-29 03:07:03,Brimstone,Controller
"Yet another satisfied Brimstone Agent joins ranks! Looking sharp @blandclanvideos! 

Discord server coming soon! https://t.co/Sws0EZluf3",2021-09-29 02:51:22,Brimstone,Controller
@v8nyi That brimstone should quit ngl,2021-09-29 02:49:42,Brimstone,Controller
My Brimstone Society shirt came in today! So excited to finally have some official Bloodrayne Merch! Thanks for doing the giveaway @playziggurat!!! Bloodrayne discord when?? https://t.co/lqX2jJCVZO,2021-09-29 02:45:50,Brimstone,Controller
@terrilyn2001 @notAndersZorn @C_Stroop You should know that I also come from a fire and brimstone church. My preacher wore the white suit and had a hand towel behind the podium.,2021-09-29 02:27:44,Brimstone,Controller
"@EileenMullahy @BVMConsolatrix The Catholic Church has a history of deaming those would spread such heresy as “witches” perfectly suitable. God flooded the Earth, sent plagues on the Egyptians, rained fire and brimstone.",2021-09-29 02:26:15,Brimstone,Controller
"Top fragging with Brimstone is the ultimate flex, love this agent, so slept on.",2021-09-29 02:22:05,Brimstone,Controller
"@mattalkire I think people are ready and maybe welcoming of some fire and brimstone, if that’s your concern, hah",2021-09-29 02:21:47,Brimstone,Controller
wheres the fire and brimstone when you need it https://t.co/RiSws5BrFQ,2021-09-29 02:19:55,Brimstone,Controller
Brimstone Bombs + Sharp Plug opens all Secret Rooms if you're playing as Tainted Keeper!,2021-09-29 02:16:03,Brimstone,Controller
"nice 3 piece with a bomb plant for the W. #Valorant #Bucky #TwitchAffiliate #Brimstone 

🔗 https://t.co/ujwZj83sZV https://t.co/gfsJRS9jbD",2021-09-29 02:13:06,Brimstone,Controller
The way I’m about to rain fire and brimstone on my landlord if she don’t fix my gd roof 😩,2021-09-29 01:54:14,Brimstone,Controller
Fire and Brimstone: A Giant Space Rock Demolished an Ancient Middle Eastern City and Everyone in It – SciTechDaily https://t.co/X1xTdNN4Nd,2021-09-29 01:49:06,Brimstone,Controller
"@VollBird @Karejo69 @winburn_kim @SmokyHillBound @grandoldmemes @catturd2 I invoked church because of the fire and brimstone biblical reference you made, kiddo.

I'm quite fulfilled and simply want to correct misinformation constantly spread on the internet, which is pretty much the only poison involved here.",2021-09-29 01:48:40,Brimstone,Controller
@NoodleGod_ oh and i almost aced that game too but brimstone was nowhere to be seen so i had to defuse,2021-09-29 01:37:49,Brimstone,Controller
i used to be anti butter on pancakes but recently saw the light if u put it on a waffle tho u will see hellfire and brimstone i can promise u that,2021-09-29 01:32:22,Brimstone,Controller
"@davidmweissman Excellent! It’s important to research—and follow up w/ a healthcare professional you trust.

It’s really simple to not be an ass.

Ppl need to stop pushing so hard. Reminds me of Xian’s going door to door warning of hell, fire, &amp; brimstone only now it’s ICU, ventilators, &amp; death.",2021-09-29 01:17:50,Brimstone,Controller
